1,1
3,2
4,2
8,2
9,2
11,1
6,3
10,3
2,5
10,5
3,6
5,6
7,6
9,6
2,7
6,7
10,7
2,9
6,9
10,9
3,10
4,10
8,10
9,10
1,11
11,11
